Id,SalePrice
256,165729.5594057558
2361,92585.73978618164
978,84792.01539686727
2280,129364.97170234678
2095,241332.67635883114
1709,342785.16417976964
2801,249188.97649181928
1246,118093.92164188519
2373,85329.72346342278
1055,307971.6391871374
2017,137733.10237666155
1099,283704.4515863594
1344,82241.94781974054
835,197725.34304532316
1117,208619.19176594118
2043,96641.7103318809
2085,105564.30223925064
410,142749.77903766936
2650,122952.92775219501
2867,161056.64811498064
1668,107608.60849983894
1161,153305.62172927236
2122,175969.37632030624
2539,148464.01075161537
1047,138093.5083414027
1445,138687.63388581685
541,119398.7900635479
569,186064.11246574175
1276,136062.44473789685
918,168929.34367658795
326,151376.10398122697
1936,133913.5806222736
895,107646.69375161035
257,150164.93332732463
1241,163664.8587551554
1545,122791.87046789208
1189,173533.40864336767
270,149769.94890086842
2066,181105.39270826726
693,102325.5514271807
1259,137487.9005596387
2916,149889.49251839827
2321,310514.8729672062
1977,99439.99772402298
1895,143337.81478550239
1240,194244.15090744485
85,163110.36247866668
1823,117928.56949345105
825,277273.7631306548
110,220404.42303636676
697,126434.75342271414
2297,122317.638596954
1231,131611.88083074518
1355,124269.01366323605
968,327552.42090376676
584,241911.8056048348
1315,133156.25230341346
1606,146591.82589263443
206,118105.56449324627
1685,389242.2400048305
2016,128994.81446548727
869,201227.6292825203
2135,125395.26044239054
2346,184796.03120089095
2430,240688.6034503115
2198,76191.0991920977
2652,156745.6106640483
27,120055.73667203171
241,173024.623265205
906,109355.46116573302
1506,113056.50677736013
2098,346277.8566614443
1435,220352.2479376815
2213,152276.71967549674
1274,144123.72905398326
743,53332.01575633892
1737,220419.5488519116
2797,284633.7576118253
2185,66044.3160514595
58,188617.04705152416
830,209990.26429077794
808,130732.92470297038
680,138039.39697344578
1153,120511.32103250976
1291,137695.45625670312
1818,159329.55935952463
2161,201751.77414436103
1883,108146.86841530952
350,318394.655654317
2473,143684.96981791168
295,170977.18566138786
293,198569.236947995
859,136503.8251850176
288,74912.41052061881
1578,151759.19749734623
102,168713.42103124774
2831,152953.6428678212
1030,155666.42443806655
2551,148807.73295474568
1286,141278.58502154466
958,335281.7040503472
776,153923.64927490693
72,225265.36988261895
2263,279064.20755184646
1866,171493.16139991686
2876,64364.4428375624
2146,246689.20676192918
103,182139.72598598542
1500,147818.81708299456
492,170570.9107825593
167,124179.47415658348
2597,114805.93114950064
2685,104276.5957076324
1035,164765.4906869895
1220,88981.3853171435
2602,162953.06508688285
2159,217091.537968166
695,154947.75078721042
1109,271308.6382361108
640,170437.28191155626
1652,164285.23057338115
2090,172997.38357888832
1188,179482.88620349174
2345,240643.44229083165
1059,404385.67307813547
2751,225207.45821671304
128,202993.73601732074
1523,197493.1415539364
2925,155601.28080429885
2145,257169.94850078848
1121,230808.47870734756
566,237791.2982027519
565,265514.2030543068
1331,140726.45511902703
2928,124770.4086730784
156,138151.8737544433
797,146015.71936770968
327,86413.0476224824
2859,123417.26157935713
1453,127294.6276952489
1762,338493.2379014059
1868,233604.32603296413
1760,169305.8388585168
1113,244961.6100879979
1812,192196.65917942385
117,161640.61295727367
1142,195596.59749606196
2342,414852.1159951313
927,138055.56875940174
2478,166870.84334981037
655,87520.78611814135
2064,130870.74997424081
369,289691.5819307448
2239,104648.05385082703
2732,229597.22261792456
1653,160298.0091834505
959,229911.0211154485
2395,371135.4821995981
1412,122361.97104297714
271,260379.0983719547
1484,162513.59477834508
1497,154523.46407251724
552,176635.8454780413
2,115960.83534326332
1855,260384.6407755027
4,245118.90380549323
2292,162388.31594820044
134,127940.46724350257
646,101683.3234375224
42,353090.74388663104
532,210526.78925876046
713,108614.19421470404
2561,121883.27988708926
2360,126662.3280357325
1333,130558.59078970982
1407,206167.367032777
2892,283673.10977092956
574,208422.36262685424
1227,208639.5605954181
2591,211284.87253228997
1476,211657.03132207444
1125,249513.0366456937
1446,159412.31672872065
408,113622.38042299137
1101,315547.46708780294
2251,192509.03556036917
373,186216.13730661751
2554,129438.86974658826
2382,286615.5216261472
1985,86433.74176215823
519,243043.91690172086
1093,184043.01567473047
864,258734.39802911202
2889,159000.81813568922
2308,165124.86742362496
986,154179.60197132712
1302,143199.47876347002
585,158740.55445365582
2708,152055.76221061047
147,120573.55824315644
1441,222828.32044423654
383,217604.39601804834
285,162958.12654959472
181,104083.47781538434
358,206406.62579153653
780,164564.48647353685
258,195546.6371782577
1865,203175.15258875123
692,126917.74427492515
2902,312030.5352581967
508,247153.1284853078
2638,140213.34649627988
36,135925.09836518118
611,168533.96238505296
2281,156533.7764079275
1678,108846.43857374678
1696,422840.08450080245
1557,90092.91484828881
2180,164986.46820830496
1726,269099.6597445097
951,155608.55744320882
267,218583.0555539874
2706,127423.93927482431
2221,231396.44323661533
1357,161843.3082115756
2901,294057.0419870982
347,195190.47576258457
2164,207522.9418305018
1586,306483.69501154125
360,156968.15598761398
1769,270016.6133302053
2617,195066.35294522074
1879,140116.09935407247
991,206853.86171348617
1535,123284.23780886656
1191,143571.79101430287
1579,242702.77517846692
1882,146700.40358315888
1510,135856.26756337273
2196,188547.0333984658
1845,169950.3538646796
2336,419546.6280393854
942,95905.16339723117
861,135716.28628441226
2555,135494.41192659212
1392,162304.26978903846
2099,260718.29899366217
1543,123877.35858871677
948,263984.0065978484
1239,182230.30466676003
22,207969.61417006917
2796,222157.32760339224
2747,188391.8771233989
92,297487.3617911289
210,147195.75106388528
1858,214228.53500346417
2228,173938.9067049218
447,246282.8382148763
827,226481.7135657316
1649,224919.60710485704
682,129271.25771271645
2698,103439.8964499069
494,181358.07188151576
214,82742.71165619697
2441,248194.38589219906
2679,113535.79318434288
1336,124865.09365000267
465,198583.15175238223
1524,158892.07946816945
2543,115408.5838208046
631,141934.21054445126
2452,330894.9927164025
228,171330.00904605066
126,165082.74419553895
1092,255653.98614668625
1122,197507.6618830571
932,183833.10525301006
1980,80594.37171658702
2171,133958.07675212386
551,162716.69053933656
2768,151763.06119820775
2056,100807.65516514357
1159,371099.1623474173
2645,129249.67951353363
1174,174611.9922656916
2266,208558.64268826658
2462,349759.0415536425
1219,139649.57181161758
2922,176361.59773580034
118,140477.65646994466
474,174549.05454730886
2576,137046.40268891724
872,280510.481629331
1077,255491.47884835713
1536,150959.25969670556
1150,133531.53199246695
2341,350118.7907101662
1931,151168.88219804288
2785,136394.08798010033
2538,118167.71090294555
597,219378.7418830265
464,219574.1280702767
233,232226.20623932913
2169,139440.05311541626
2123,181493.8381617984
1867,166062.32800325047
137,237116.43903551734
515,240341.54394289528
933,110715.97359158107
2784,172815.2185231868
972,148064.10570039763
599,170904.59548750598
2614,131501.3947382999
2582,157949.55669084535
1409,174102.57269137638
175,123737.43424274352
352,268293.379080041
976,114534.29672206005
2134,193737.61143742947
984,111175.00968728893
2396,363960.99553649855
1673,133827.90510615776
404,108563.67983363025
607,172545.23971318995
814,176453.49883764237
868,195687.03440326935
2271,170479.66911513027
1633,264378.19116035994
337,167740.7397879851
2765,151482.18662151508
1746,251320.72795806197
368,329868.5383515139
2806,203874.95946460142
1662,211362.68724796153
1234,211551.79577638838
1373,136357.7067211651
1672,117656.14108016106
1939,118440.09281258164
